Row	Col	ControlType	ProbeName	SystematicName	logFC	t	P.Value	adj.P.Val	B
2591	32	49	0	A_07_P035251	c_2171	0.68865305553402	3.82048348009615	0.00568416224943576	0.0144732217275956	-3.16397716297896
8756	107	64	0	A_07_P004448	b0799	0.666370501882686	3.81994839692244	0.00568832133711371	0.0144799192972698	-3.16476161301384
5950	73	46	0	A_07_P054416	ECs2162	0.50211572741116	3.81879193982951	0.00569732144584383	0.0144989330292941	-3.16645714049194
5958	73	54	0	A_07_P048105	Z2257	0.621728764745464	3.81727680216619	0.00570913622298256	0.0145250975836935	-3.16867879661169
9725	119	49	0	A_07_P061638	ECs5246	0.503193002756097	3.81661420577993	0.00571431133293256	0.0145343600820454	-3.16965045606725
14590	178	76	0	A_07_P037161	c_5380	-1.03832844463969	-3.81583218812376	0.00572042567288478	0.0145460058989435	-3.1707973104572
13677	167	65	0	A_07_P009426	b1467	-2.44593298241879	-3.81525990428902	0.00572490464231849	0.0145534881299089	-3.17163663172565
4969	61	49	0	A_07_P044503	Z2855	0.630140340263874	3.81412055572593	0.00573383299465735	0.0145722742488313	-3.17330774148906
6583	81	23	0	A_07_P009334	b1448	-0.82405241247843	-3.81243394919832	0.00574707743118753	0.0146020164775237	-3.1757818247925
2724	34	18	0	A_07_P004260	b0761	0.551036502403967	3.80980572906435	0.00576778187294534	0.0146506918478247	-3.1796378678337
4583	56	73	0	A_07_P002568	b0121	0.529605562463308	3.80721731073198	0.00578825137643361	0.0146987445140963	-3.18343635552856
2141	27	9	0	A_07_P012426	b3190	0.530698094129968	3.80544440829454	0.00580231686700986	0.0147305133648666	-3.18603855968001
11055	135	67	0	A_07_P041701	c_3439	-0.746673719304889	-3.80363484587784	0.00581671120246716	0.0147630998150506	-3.18869497494604
5638	69	62	0	A_07_P035446	c_0891	-1.33357963551736	-3.80244732526384	0.00582617836158332	0.0147831667401332	-3.19043846157958
8676	106	66	0	A_07_P002712	b0150	0.442472603638536	3.8019215156608	0.00583037552761918	0.014789854578899	-3.19121049737974
12510	153	46	0	A_07_P035242	c_2168	-0.528688744674537	-3.8012221719364	0.00583596294407753	0.0148000645264531	-3.19223738305658
8643	106	33	0	A_07_P051497	Z1482	0.534394910947876	3.80102556149308	0.00583753480504497	0.014800088242341	-3.19252608814505
4479	55	51	0	A_07_P001798	b1119	0.591919695005828	3.79891919365954	0.00585440345131593	0.0148388839954146	-3.19561940431898
691	9	35	0	A_07_P045980	Z4626	0.561112442617617	3.79828392493845	0.00585950124582248	0.0148478319423303	-3.1965524391013
4357	54	11	0	A_07_P036531	c_3671	0.522485547028437	3.79704699124067	0.00586944090812378	0.0148658999316247	-3.19836929751619
3071	38	37	0	A_07_P008707	b4013	-0.88389045214004	-3.79700601977374	0.00586977045442109	0.0148658999316247	-3.19842948131304
6706	82	64	0	A_07_P058434	ECs1822	0.980780028152481	3.79175161066017	0.00591219900793486	0.0149693528476768	-3.20614950874207
2234	28	20	0	A_07_P047664	Z2063	0.666839059572264	3.78828846183321	0.00594034401999144	0.0150365950180008	-3.21123959782123
7320	90	22	0	A_07_P010061	b0709	-0.929145287161073	-3.78768194065923	0.00594528805638499	0.0150450890916587	-3.21213120679639
8351	102	69	0	A_07_P035462	c_1643	0.470623962350819	3.78727358331312	0.00594861926437116	0.0150494983098621	-3.21273153305075
7715	95	7	0	A_07_P042020	c_5098	-0.575357413883745	-3.78686912350625	0.00595192066024111	0.0150518852977468	-3.21332614981238
1195	15	47	0	A_07_P056183	ECs3719	1.26741084887827	3.78676866524904	0.00595274095495771	0.0150518852977468	-3.21347384169181
5111	63	27	0	A_07_P057221	ECs1092	0.605872185288504	3.78624204734497	0.00595704306152218	0.0150576058653124	-3.21424808600126
400	5	72	0	A_07_P043375	Z0288	-0.671920560523425	-3.7861026104166	0.00595818272626591	0.0150576058653124	-3.21445309472491
700	9	44	0	A_07_P059043	ACA-0244199	0.60639502307178	3.78571773624959	0.00596132965101204	0.0150615402652403	-3.21501897277158
6686	82	44	0	A_07_P054922	ECs2471	-0.485370105892386	-3.78419388328435	0.00597380703127625	0.0150890400533996	-3.21725966341122
12900	158	26	0	A_07_P006701	b1150	0.506374728968274	3.78378057204308	0.00597719609169253	0.0150891483850811	-3.21786745027324
14097	172	75	0	A_07_P046075	Z4799	0.481233894121255	3.78371304175775	0.00597775002187674	0.0150891483850811	-3.21796675763023
79	1	79	0	A_07_P055732	ECs2909	0.556632243995517	3.78360589831224	0.00597862900012769	0.0150891483850811	-3.21812431968097
12723	156	13	0	A_07_P013431	b2475	-0.859038471484551	-3.78288576013878	0.00598454044927011	0.015100044521973	-3.21918337073484
3006	37	54	0	A_07_P048661	ABH-0243999	0.470415571299484	3.78102498024365	0.00599984434027664	0.0151346273211985	-3.22192017030159
3427	42	65	0	A_07_P001981	b2707	-0.511619341522135	-3.77944453885	0.00601287571294628	0.0151634607968656	-3.22424498800231
5822	71	82	0	A_07_P048838	ABH-0244073	0.511817262280199	3.77787180947171	0.00602587376774053	0.0151921949236195	-3.22655876631527
11139	136	69	0	A_07_P004262	b0762	-0.463111206656478	-3.77729020852785	0.00603068815792695	0.0152002869164141	-3.22741448680633
11898	146	8	0	A_07_P003616	b4213	-0.538413356790106	-3.77290915805632	0.00606708714653762	0.0152866246765407	-3.23386174433786
1481	19	5	0	A_07_P043020	Z3937	0.458555607971752	3.77277922554234	0.00606817026855923	0.0152866246765407	-3.23405299206196
13233	162	31	0	A_07_P032874	c_3481	0.518262280067524	3.77247050459153	0.00607074461265271	0.0152890435977257	-3.23450740686763
6356	78	42	0	A_07_P047173	Z5523	0.436380525777875	3.77172763527068	0.0060769440294131	0.0152936660264545	-3.23560090441583
11426	140	28	0	A_07_P016648	b0577	0.498718339850225	3.77171605737974	0.00607704070354265	0.0152936660264545	-3.23561794751175
2143	27	11	0	A_07_P020836	b1641	0.48516282884987	3.77167017019382	0.00607742387284363	0.0152936660264545	-3.23568549535671
8524	104	78	0	A_07_P037820	c_5148	-0.623691144653059	-3.77088371236215	0.00608399503551797	0.0153061357175103	-3.2368432340881
6441	79	45	0	A_07_P053094	ECs3032	-0.68169047628472	-3.7695590798148	0.00609508016254968	0.0153273439097997	-3.23879338713277
7632	94	6	0	A_07_P007604	b3534	-0.445229177039558	-3.76948969908093	0.00609566137122208	0.0153273439097997	-3.23889553689177
14529	178	15	0	A_07_P048849	ABH-0244075	0.56986257501191	3.76905270166369	0.00609932351022005	0.0153324820299374	-3.23953894491542
14735	180	57	0	A_07_P030109	c_2996	0.614624371703213	3.76848542776252	0.00610408093077273	0.0153403700122789	-3.24037419886778
14356	176	6	0	A_07_P011672	b4191	0.504179806082694	3.76741673854383	0.00611305431047637	0.0153588462675947	-3.24194784360584
1058	13	74	0	A_07_P018091	b3413	0.516585414266468	3.76563823251709	0.00612801926113784	0.0153923623552102	-3.24456700324563
10940	134	34	0	A_07_P018627	b1716	0.530139270389626	3.75970525357789	0.00617822733104466	0.0155143608906827	-3.25330714229752
6519	80	41	0	A_07_P062916	ECs0211	0.462511793272957	3.75652254099825	0.00620534354227996	0.0155783233587267	-3.25799750945134
4249	52	67	0	A_07_P044447	Z2798	-0.479997210836976	-3.75560636560486	0.00621317294290892	0.0155938458174969	-3.25934790688814
4208	52	26	0	A_07_P015407	b2016	-0.689770340785068	-3.75525684149169	0.0062161626886131	0.015597216685177	-3.25986311515403
14883	182	41	0	A_07_P000516	b3159	0.656843596543655	3.75374225320362	0.00622913602318976	0.0156256293463065	-3.26209583219696
12808	157	16	0	A_07_P015704	b1802	-0.782483614220482	-3.75050601757355	0.00625695405527718	0.0156912546496122	-3.26686743526807
12291	150	73	0	A_07_P059329	ACA-0244264	0.833838832824017	3.74957514411101	0.00626498039999765	0.015704514107605	-3.26824017870128
15269	187	17	0	A_07_P010215	b0739	1.09802634488463	3.7495082854666	0.00626555730707761	0.015704514107605	-3.26833877806872
14069	172	47	0	A_07_P043268	Z4145	0.630582923550437	3.74897179928227	0.00627018858757197	0.0157119646300216	-3.26912997735635
3691	46	1	0	A_07_P043188	Z4069	-0.450716906937223	-3.74758780547127	0.0062821531007085	0.015737782113174	-3.27117122550978
9601	118	7	0	A_07_P041400	c_5105	0.754121780877441	3.74539974844028	0.00630111883843546	0.0157811204753201	-3.27439885791367
24	1	24	0	A_07_P007151	b1243	-0.679855770404042	-3.74364902953302	0.00631633817842189	0.015815055571243	-3.2769817847469
14772	181	12	0	A_07_P061557	ECs5083	-1.09045399194182	-3.74298948155966	0.00632208201309176	0.015825253918606	-3.277954946488
15737	192	75	0	A_07_P017118	b3635	0.822253069661572	3.74038253614174	0.00634484031619378	0.015878025752969	-3.28180200452069
7519	92	57	0	A_07_P010014	b0699	0.745260789378192	3.73566206633039	0.00638627408718156	0.0159774929090818	-3.28877007136465
10981	134	75	0	A_07_P039154	c_4748	-0.537257334897197	-3.73514019771283	0.00639087261506616	0.0159847756561676	-3.28954058679472
1564	20	6	0	A_07_P034249	c_4040	-0.788182297042048	-3.73470434678087	0.00639471591500775	0.0159892384529133	-3.29018412616996
2060	26	10	0	A_07_P042246	c_1774	-0.635634619591538	-3.7344652028303	0.00639682572450796	0.0159892384529133	-3.29053723494851
12712	156	2	0	A_07_P013863	b2315	0.903465217371386	3.7343637451758	0.00639772104482065	0.0159892384529133	-3.29068704466161
13781	169	5	0	A_07_P042754	Z3626	0.484109358611633	3.73093759996684	0.006428034603796	0.0160607606877224	-3.29574672901559
116	2	34	0	A_07_P000772	b2197	0.479442143192387	3.7305295464571	0.00643165523133046	0.016065569185433	-3.29634943105647
10118	124	32	0	A_07_P003527	b2153	-0.843147439731952	-3.72975525903206	0.00643853145751321	0.0160785051319708	-3.29749312196048
1703	21	63	0	A_07_P045773	Z4328	0.440083501683428	3.72821828145348	0.00645220436193544	0.0161084026663818	-3.29976358721944
7746	95	38	0	A_07_P049243	Z0183	0.588460485553356	3.72747011441247	0.00645887133364093	0.016120798227206	-3.30086890278072
5783	71	43	0	A_07_P052373	Z5832	0.561718751235131	3.72105131852362	0.00651637516925284	0.0162600383569976	-3.31035456674278
4604	57	12	0	A_07_P059680	ECs4014	-0.618747191869367	-3.72060674917266	0.00652037825820581	0.0162657421284502	-3.31101173202151
7521	92	59	0	A_07_P009762	b0639	0.481480606704496	3.72007161916978	0.00652520030186186	0.0162734853236534	-3.31180279603716
14188	174	2	0	A_07_P032290	c_2727	0.681707096182899	3.71886074886739	0.006536125590303	0.0162964415876152	-3.31359290993707
2809	35	21	0	A_07_P003794	b4249	-0.463047015197751	-3.71763075978009	0.00654724352766606	0.0163198659721192	-3.3154114681213
11572	142	10	0	A_07_P010606	ABE-0285077	0.607384368348357	3.71643545884156	0.0065580674072352	0.0163425452463383	-3.317178912705
1416	18	22	0	A_07_P010469	ABE-0006092	0.661990384148442	3.71603759109896	0.00656167451055395	0.0163472332887867	-3.3177672620118
9892	121	52	0	A_07_P006226	b2849	-0.659755256808034	-3.71491865447264	0.00657183033033215	0.0163682295264018	-3.31942199766007
3766	46	76	0	A_07_P019099	b3863	-0.480381288135687	-3.71359811053461	0.00658383775454816	0.0163938252395058	-3.32137507200055
15621	191	41	0	A_07_P062222	ECs1222	0.707962058995098	3.71287105877412	0.00659045875038747	0.0164037289073915	-3.32245046483727
8910	109	54	0	A_07_P013532	b2495	-0.627136436335517	-3.71278107040235	0.0065912787396043	0.0164037289073915	-3.32258357233466
13726	168	32	0	A_07_P008715	b4014	-0.642463442988931	-3.71173725534651	0.00660079817995672	0.0164231049016417	-3.32412761586435
13483	165	35	0	A_07_P059781	ECs4261	-0.455142530414724	-3.70956587854149	0.00662064821940625	0.0164653263496171	-3.32733999988444
14753	180	75	0	A_07_P012226	b3019	0.598288084746159	3.70950075846571	0.00662124451707046	0.0164653263496171	-3.32743634867842
12952	158	78	0	A_07_P057798	ECs4802	-0.50984307058226	-3.70726474940055	0.00664175449291458	0.0165119943718863	-3.33074495554202
4934	61	14	0	A_07_P019216	b3888	-0.534539920853972	-3.70530411825828	0.00665979475936157	0.0165524995960831	-3.33364657726822
11862	145	54	0	A_07_P061385	ECs4985	0.590327729281069	3.70505353664222	0.00666210421916069	0.0165538958981873	-3.33401745664786
10714	131	54	0	A_07_P015602	b1782	0.458878220318488	3.7043482472184	0.00666860907077881	0.0165621455407312	-3.33506137738266
8110	99	74	0	A_07_P059666	ECs4006	-0.735208475431534	-3.70431440616606	0.00666892135687802	0.0165621455407312	-3.33511146805948
2968	37	16	0	A_07_P048471	Z2462	0.703336015277821	3.70158399348163	0.00669416956205715	0.0166204912429372	-3.3391534046969
2841	35	53	0	A_07_P052174	Z4836	0.589715829252867	3.70038644928273	0.00670527569266032	0.016643703186813	-3.34092645538598
3831	47	59	0	A_07_P044624	Z2988	0.513919507699971	3.69895438665595	0.00671858278251576	0.0166723647146946	-3.3430469508628
10956	134	50	0	A_07_P000638	b2168	0.843399514651093	3.69833936778057	0.006724306406334	0.0166821975591398	-3.34395770125847
4030	50	12	0	A_07_P048064	Z2220	-1.22882682458659	-3.6973231066439	0.00673377564931628	0.0167013152527687	-3.3454627292647
1643	21	3	0	A_07_P008863	b4044	0.766589822742462	3.69648185440156	0.00674162505197516	0.0167164064115991	-3.34670867105625
13038	159	82	0	A_07_P048240	Z2342	0.603696012832322	3.6934598297426	0.006769903637496	0.0167821322309244	-3.35118514997425
1125	14	59	0	A_07_P034105	c_3891	-0.71815805944451	-3.69298638949298	0.0067743453933405	0.0167887492322662	-3.35188654762042
14913	182	71	0	A_07_P000074	b3068	-0.596227978368182	-3.69051587759307	0.00679757429651827	0.0168419104725663	-3.35554701927174
14126	173	22	0	A_07_P035880	c_0181	0.5295787163953	3.68613219939443	0.00683900266858617	0.0169401237648661	-3.36204393545324
11738	144	12	0	A_07_P060577	ECs1478	-0.845879851564836	-3.68554283863531	0.00684459314028468	0.0169495388822945	-3.36291758179688
1995	25	27	0	A_07_P006382	b2883	-0.569738006800701	-3.68487692718948	0.00685091565522087	0.0169607613921203	-3.3639047532165
2511	31	51	0	A_07_P004510	b0811	-0.507878206034643	-3.68410027193601	0.00685829756005521	0.016974600075475	-3.36505616121949
12693	155	65	0	A_07_P011361	b4125	-0.541836536025257	-3.68301623640323	0.00686861532895771	0.0169956960281837	-3.36666338568455
317	4	71	0	A_07_P045448	Z3387	0.980989217706365	3.68100276685705	0.00688782367079887	0.0170387740427806	-3.36964898420771
1056	13	72	0	A_07_P045271	Z3323	0.693116524500183	3.67950294324985	0.00690216938031091	0.0170698037520378	-3.37187325139211
228	3	64	0	A_07_P046783	Z1145	0.670500601117658	3.67892395973287	0.00690771590392417	0.017076153229875	-3.37273196569188
11154	137	2	0	A_07_P059457	ECs0136	0.430901268461383	3.67882039954246	0.00690870849059909	0.017076153229875	-3.37288556422217
10318	126	68	0	A_07_P059131	ACA-0244223	0.664866016485546	3.67867053076792	0.00691014519954716	0.017076153229875	-3.37310784900296
11402	140	4	0	A_07_P005064	b0923	0.639232500382868	3.67521624570658	0.00694334864381029	0.0171537293568521	-3.37823196090333
11282	138	48	0	A_07_P062686	ECs1339	0.541582305231075	3.67414998247201	0.00695363242109845	0.0171746561388904	-3.37981394595855
8934	109	78	0	A_07_P019606	b2541	0.436526348270652	3.670572529399	0.00698825556787584	0.0172526231115774	-3.38512268506875
6072	75	4	0	A_07_P063397	ECs3543	-0.512493551559334	-3.6705120625373	0.00698884236477222	0.0172526231115774	-3.38521242734527
11955	146	65	0	A_07_P061884	ECs1122	0.486345867938707	3.66977554674759	0.00699599408687231	0.017265778006997	-3.38630556620616
2165	27	33	0	A_07_P000756	b2194	0.50020487069876	3.6687202390699	0.00700625505040812	0.017286597509108	-3.38787196729245
6658	82	16	0	A_07_P007522	b3518	0.512985104861175	3.66781614535942	0.00701505858890339	0.017302195738469	-3.38921402371843
6451	79	55	0	A_07_P044356	Z6081	0.609446100969351	3.66769590183282	0.00701623034538213	0.017302195738469	-3.38939252301647
3467	43	23	0	A_07_P020756	b1625	0.849588102932754	3.6674867540047	0.00701826896284544	0.0173023949911955	-3.38970300312815
10697	131	37	0	A_07_P002617	b0131	0.544280377296619	3.66731285126505	0.00701996452187125	0.0173023949911955	-3.38996116576304
5220	64	54	0	A_07_P059118	ACA-0244216	0.472802277278962	3.66706071405006	0.00702242365183395	0.0173039533897428	-3.39033547554701
12145	149	9	0	A_07_P057145	ECs1074	0.779110500562421	3.66421520972915	0.00705024049493344	0.0173679786652821	-3.39456027673379
14289	175	21	0	A_07_P015980	b1860	0.430784669569776	3.66317474679859	0.00706044129499054	0.0173885855294203	-3.39610531705372
3098	38	64	0	A_07_P047477	Z5898	-0.557684932580751	-3.66102842990083	0.00708153410787708	0.0174359997582042	-3.39929289824493
11767	144	41	0	A_07_P050037	Z1551	0.50375378350032	3.65940804619083	0.00709750317130296	0.0174664923568445	-3.40169974968407
6809	84	3	0	A_07_P038761	c_1651	0.591638372234307	3.659397570809	0.00709760653309695	0.0174664923568445	-3.4017153103783
3971	49	35	0	A_07_P053631	ECs0287	-0.529645679902987	-3.65904543830847	0.00710108200555555	0.0174705061705512	-3.40223839430064
2978	37	26	0	A_07_P048271	Z2353	0.484751318668183	3.65788344946939	0.00711256355897191	0.0174942098235736	-3.40396460143724
8311	102	29	0	A_07_P051724	Z1050	0.440729493628376	3.65633614257186	0.00712788337908833	0.0175273393994612	-3.40626346582255
2343	29	47	0	A_07_P045714	Z4294	0.55534926256129	3.65539474005525	0.00713722150054368	0.0175457467046846	-3.40766226192166
6302	77	70	0	A_07_P004150	b4324	0.637375318649363	3.65481965999901	0.00714293239638237	0.0175508607835647	-3.40851680319208
1631	20	73	0	A_07_P043930	Z0639	0.719624060875051	3.65481208683959	0.00714300763520292	0.0175508607835647	-3.40852805679786
14545	178	31	0	A_07_P059470	ECs0139	0.645517674794849	3.65281474931985	0.00716288078730468	0.0175951262493127	-3.41149630339187
15458	189	42	0	A_07_P063738	ECs5199	0.696488469960876	3.65259655798693	0.00716505534652135	0.0175959046518668	-3.41182058586616
12089	148	35	0	A_07_P011876	b2947	0.568047502541293	3.65228460372088	0.00716816560611257	0.0175989799432603	-3.41228423117711
5074	62	72	0	A_07_P046923	Z1177	-0.539236091640778	-3.65178322302402	0.00717316753085927	0.0176066967743713	-3.41302943709649
11419	140	21	0	A_07_P013686	b2280	0.535285199967912	3.65107264568804	0.00718026288463858	0.0176195466433411	-3.41408562334965
11430	140	32	0	A_07_P002461	b0098	0.442527353685154	3.65042061251992	0.00718678028542073	0.0176309719926198	-3.41505484220885
10315	126	65	0	A_07_P003099	b2064	0.676540947899723	3.64905281938929	0.00720047271473419	0.0176599890093118	-3.41708816661201
672	9	16	0	A_07_P042792	Z3664	0.871189721509675	3.64841259805628	0.00720689133486968	0.0176711557659554	-3.41803997661395
7901	97	29	0	A_07_P010562	b3191	0.466201055381317	3.6478383163109	0.00721265409594314	0.0176807090053761	-3.41889379520704
5139	63	55	0	A_07_P061057	ECs1613	0.50230916087841	3.64735086239883	0.0072175494451503	0.0176881315250876	-3.41961855158887
