Row	Col	ControlType	ProbeName	SystematicName	logFC	t	P.Value	adj.P.Val	B
7472	92	10	0	A_07_P013631	b2515	0.944415407603893	7.11373527223478	0.000134295308316333	0.000693590599984902	0.922583291506432
715	9	59	0	A_07_P001178	b2278	0.894231174100754	7.11062485546441	0.000134687142636514	0.000695235212562976	0.91937830740686
13799	169	23	0	A_07_P047111	Z5468	-0.84594919581832	-7.10869462893751	0.000134930943896395	0.000696114324938263	0.91738885625623
13925	170	67	0	A_07_P050683	Z1921	-1.18081533641529	-7.10266180409049	0.000135696111922859	0.000699680768717102	0.911168264413365
13978	171	38	0	A_07_P009709	b0628	0.904489175179019	7.10083869228511	0.000135928296207329	0.000700496638561383	0.909287615198729
13837	169	61	0	A_07_P032275	c_2719	1.27868337351023	7.09942869542741	0.000136108171746001	0.000701023330805637	0.907832865844042
3576	44	50	0	A_07_P006435	b2893	0.968117133374955	7.09887782993599	0.000136178518653122	0.000701023330805637	0.907264456236967
9939	122	17	0	A_07_P021433	b0465	1.08874443755653	7.08556831609119	0.000137890566571793	0.000709451084501914	0.893520809251711
14191	174	5	0	A_07_P005186	b0948	1.38499916935526	7.07451234410293	0.000139330999989635	0.000716472981488502	0.882089226296066
12576	154	30	0	A_07_P017127	b3637	1.00461049474092	7.07211059527639	0.000139646127465527	0.000717703808656252	0.879604081048138
9242	113	58	0	A_07_P043257	Z4127	0.867133836736028	7.06317006994948	0.000140826198640562	0.000723376222084275	0.870347456898092
12870	157	78	0	A_07_P011487	b4151	-0.972279117831037	-7.05859128901716	0.000141434861396022	0.000726108946961042	0.865603334863953
11587	142	25	0	A_07_P003385	b2124	0.904516993760581	7.05657424166695	0.000141703920387758	0.00072709617221714	0.863512708207634
2291	28	77	0	A_07_P061533	ECs5071	-0.945116973561081	-7.05595945566306	0.000141786041711287	0.000727123652999087	0.862875405183776
11828	145	20	0	A_07_P043516	Z0337	0.999224714055531	7.05298588541695	0.000142183992544453	0.000728684505582525	0.859792329176332
10628	130	50	0	A_07_P046439	Z0961	0.865934187405095	7.0521516844779	0.000142295856719176	0.000728684505582525	0.858927230065622
14005	171	65	0	A_07_P050847	Z2045	1.41999568241943	7.05196285042559	0.000142321192496587	0.000728684505582525	0.858731390940069
3574	44	48	0	A_07_P000733	b2187	1.07909948360954	7.04906515466978	0.000142710606628352	0.000730248961402963	0.855725700715545
9438	116	8	0	A_07_P047585	Z5948	1.2231724838173	7.04828767996741	0.000142815291614992	0.000730248961402963	0.854919090395398
10295	126	45	0	A_07_P047486	Z5900	1.32717207421054	7.04797040194629	0.000142858036896082	0.000730248961402963	0.854589903045993
3024	37	72	0	A_07_P043757	Z0443	-1.12541670007145	-7.03726396540457	0.000144308860161227	0.00073719624918767	0.843474982363738
15181	186	11	0	A_07_P008629	b3993	1.98796038408407	7.03679497506306	0.000144372787398979	0.00073719624918767	0.842987804950794
5083	62	81	0	A_07_P019069	b3857	-0.867329203771605	-7.03401757695236	0.000144752017526032	0.000738697000199463	0.840102196071379
11847	145	39	0	A_07_P044840	Z3109	0.821976558345058	7.03350103121424	0.000144822669908193	0.000738697000199463	0.839565429683662
6294	77	62	0	A_07_P013641	b2517	1.21387323908327	7.03111314720613	0.000145149781455049	0.00073996702365028	0.837083680792801
1310	16	80	0	A_07_P012721	b3250	1.2001412028106	7.02995492886941	0.00014530874020287	0.000740378906509729	0.8358797038523
4231	52	49	0	A_07_P020322	b1535	1.03670954659106	7.02628921853576	0.000145813118622308	0.000742549386876616	0.832068177122793
11464	140	66	0	A_07_P048143	Z2286	-2.86759433705974	-7.0244561641517	0.000146066067270591	0.00074343782331383	0.8301616407344
15078	184	72	0	A_07_P005705	b3762	-2.21319220599752	-7.02239491018497	0.000146351090539122	0.000744488469165718	0.828017306048277
5482	67	70	0	A_07_P044634	Z2990	0.995071885594043	7.02067833057844	0.000146588926769067	0.000745298075339026	0.826231173812254
13417	164	51	0	A_07_P019677	b2555	1.00786519614572	7.01906297698892	0.000146813131591576	0.000746037544225006	0.824550066625222
3544	44	18	0	A_07_P048437	Z2428	-1.88450851075579	-7.01487061436832	0.000147396801486962	0.000748601878651208	0.820185683463239
5538	68	44	0	A_07_P010719	b0005	-1.232310627364	-7.0120082626839	0.000147796790711294	0.000750231083396237	0.817204748379967
10049	123	45	0	A_07_P041791	c_3977	-0.996990102422943	-7.01014887339887	0.000148057272970627	0.000751150771064693	0.815267833072066
10369	127	37	0	A_07_P060374	ECs1366	1.15511102132352	7.00830513468956	0.000148316068317633	0.000752060920291555	0.813346836570145
12825	157	33	0	A_07_P059309	ACA-0244259	0.962826869156258	7.00641808876033	0.00014858146490759	0.00075300355035029	0.811380321765612
1906	24	20	0	A_07_P048204	Z2323	1.39630244202507	7.00583420851723	0.00014866368982652	0.000753017363656042	0.810771771414198
9600	118	6	0	A_07_P038958	c_4579	1.23126949735771	7.00407341541423	0.000148911960855428	0.000753871776174569	0.80893634872722
6350	78	36	0	A_07_P018832	b1757	-0.852826398808852	-7.00263912866897	0.000149114536340948	0.000754494064220865	0.80744101288077
796	10	58	0	A_07_P015735	b1808	0.99015858438207	6.99876330081921	0.000149663488520845	0.000756867358926557	0.803399054009627
1551	19	75	0	A_07_P055622	ECs2843	1.01684689512899	6.99338190452718	0.000150429421843141	0.000760334836551885	0.797784183718425
11230	137	78	0	A_07_P047729	Z2085	1.00349216190083	6.9889986254398	0.000151056523831802	0.000763097276658577	0.793208319005703
13662	167	50	0	A_07_P003851	b4261	1.06143229318746	6.98635350545394	0.000151436362815498	0.000764458518503945	0.790445932111619
14916	182	74	0	A_07_P007280	b3468	-1.49133491703844	-6.98532854880963	0.000151583832676671	0.000764458518503945	0.789375323252576
1449	18	55	0	A_07_P019571	b2534	1.73705309127413	6.98400031824838	0.000151775175573194	0.000764458518503945	0.78798775585298
11744	144	18	0	A_07_P018196	b3434	1.04313920213431	6.98396354295149	0.000151780477197132	0.000764458518503945	0.787949334834404
5459	67	47	0	A_07_P062328	ECs1243	1.06103828801203	6.98379478785127	0.000151804808026002	0.000764458518503945	0.787773025858654
15221	186	51	0	A_07_P045196	Z3286	0.886796911353436	6.98375720442485	0.000151810227333818	0.000764458518503945	0.787733759671307
7693	94	67	0	A_07_P062764	ECs0885	0.933913573304156	6.9717501170238	0.000153552672620115	0.000772821952740558	0.775180887933927
8478	104	32	0	A_07_P004360	b0781	-0.857696628287283	-6.96766883302378	0.000154150009349644	0.000775416297695077	0.770910371984164
2675	33	51	0	A_07_P035698	c_0062	1.43138709094646	6.96641191378536	0.000154334493500167	0.000775932230591073	0.769594794584427
5093	63	9	0	A_07_P011086	b0082	1.10824291516493	6.96089761050207	0.000155146768683812	0.000779602224388893	0.763821032233142
4434	55	6	0	A_07_P004916	b0894	1.24801186075365	6.95988209727024	0.000155296876245405	0.000779942742203858	0.762757361040438
4704	58	30	0	A_07_P058202	ECs1765	1.49068905049751	6.95893821557988	0.00015543654082485	0.000780211462321268	0.761768613407546
7716	95	8	0	A_07_P039144	c_4743	1.00193679797885	6.95840755978252	0.00015551512255728	0.000780211462321268	0.761212689322275
5771	71	31	0	A_07_P037748	c_5099	-1.38397759127914	-6.95775006753339	0.000155612548203817	0.000780286954254395	0.760523844876094
11643	142	81	0	A_07_P019488	b3942	-1.22707045930893	-6.95707947834981	0.000155711984619254	0.000780372443552156	0.759821228436667
9507	116	77	0	A_07_P056011	ECs3589	0.86867680483068	6.9560329029495	0.000155867314662824	0.000780737813054612	0.758724566732485
554	7	62	0	A_07_P048729	ABH-0244036	0.854430600902875	6.95478076894779	0.000156053380201058	0.000781256668744407	0.757412345564558
4057	50	39	0	A_07_P034837	c_1860	-1.02751331382744	-6.95387237316967	0.000156188521657644	0.000781520167533653	0.756460246444417
6283	77	51	0	A_07_P013857	b2314	0.945137983178547	6.95190165267599	0.000156482153266722	0.000782576006199782	0.754394391490734
3023	37	71	0	A_07_P000131	b3081	-0.979247739105721	-6.94694958811285	0.000157222716315577	0.000785864680180026	0.749201323790708
14707	180	29	0	A_07_P035075	c_1972	0.944753961582588	6.94549126866949	0.000157441546730763	0.000786543423330055	0.747671500744345
4558	56	48	0	A_07_P046606	Z1084	-1.09916210882206	-6.94421938260563	0.000157632678821628	0.000787083149076681	0.746337054765188
2071	26	21	0	A_07_P002878	b0184	0.944734791225797	6.9405689103003	0.000158182689989384	0.0007890042215558	0.742506005746647
10911	134	5	0	A_07_P060414	ECs1377	1.40452936679452	6.9405601145417	0.000158184017814027	0.0007890042215558	0.742496773060217
15235	186	65	0	A_07_P005708	b3763	-0.958980655737836	-6.93997027897671	0.000158273088886726	0.000789032998913196	0.741877617422099
12716	156	6	0	A_07_P035766	c_0120	1.10345651441271	6.93704476593631	0.00015871569780183	0.000790823298042572	0.738806095106292
11198	137	46	0	A_07_P007401	b3493	1.15713036378605	6.93629124446166	0.000158829923483763	0.000790976359220926	0.738014808369676
12924	158	50	0	A_07_P055651	ECs2853	1.08523878437288	6.93417957345036	0.000159150518451724	0.000792156442866387	0.73579695937149
9237	113	53	0	A_07_P043887	Z0604	-1.16645524129484	-6.9326033840781	0.00015939028650285	0.000792933189997371	0.734141185789414
10152	124	66	0	A_07_P005971	b3821	1.15561590718501	6.93114180032458	0.00015961298074124	0.000793624227601586	0.732605551511612
2390	30	12	0	A_07_P009737	b0634	1.23745519757496	6.92151553320921	0.000161088380812018	0.000800267847728742	0.722485489423742
11473	140	75	0	A_07_P030951	c_0417	-1.15073596277375	-6.92132254338874	0.000161118115035759	0.000800267847728742	0.722282491793192
15073	184	67	0	A_07_P021366	b0451	-1.5539466031145	-6.91623743868985	0.000161903793127793	0.000803748809489758	0.716932158479261
1774	22	52	0	A_07_P006595	b1128	-0.813386126008577	-6.91562787518281	0.000161998260515983	0.000803796502675429	0.716290603193253
3922	48	68	0	A_07_P009317	b1445	0.88916964445204	6.912347147856	0.000162507749112428	0.000805902303451789	0.712836964081657
12329	151	29	0	A_07_P015584	b1778	-1.05561826990591	-6.91086149024001	0.000162739055278067	0.000806225663368149	0.711272599791395
3092	38	58	0	A_07_P046095	Z4805	1.01133927770131	6.91083497323913	0.000162743187115699	0.000806225663368149	0.711244675689932
10715	131	55	0	A_07_P015593	b1780	-1.3038275771405	-6.91004080263673	0.000162866987745901	0.000806318752256573	0.710408325890618
13636	167	24	0	A_07_P057446	ECs4566	1.20815187075778	6.9096225435007	0.000162932230977521	0.000806318752256573	0.709967823604395
4083	50	65	0	A_07_P037334	c_5450	0.839568194001004	6.90661316774239	0.000163402515976315	0.000808223828369534	0.70679781854211
6067	74	81	0	A_07_P013530	b2494	-0.976430459244599	-6.90348029507525	0.000163893708236425	0.000810230273703246	0.703496624167966
5433	67	21	0	A_07_P006616	b1133	0.84663724099569	6.90033289585862	0.000164388835827434	0.000812191163542667	0.700178991683779
10883	133	59	0	A_07_P019785	b2576	1.01549438137334	6.8998696518463	0.000164461850894725	0.000812191163542667	0.699690596465909
14075	172	53	0	A_07_P058416	ECs1816	1.01677800911641	6.89808520022485	0.000164743448542791	0.000813157865866242	0.697809030807787
155	2	73	0	A_07_P035683	c_0059	1.07826320754266	6.89701157055712	0.000164913132941476	0.000813536920682236	0.696676795972443
4462	55	34	0	A_07_P015213	b1971	-1.3014113777823	-6.89651284689487	0.000164992021181437	0.000813536920682236	0.696150804056594
9065	111	45	0	A_07_P017655	b4394	0.78624801060111	6.89465071942082	0.000165286944915692	0.000814255979163667	0.694186610909283
12022	147	50	0	A_07_P014927	b1913	0.812713153901823	6.89398530362327	0.000165392475919705	0.000814255979163667	0.693484626425817
15339	188	5	0	A_07_P010964	b0055	0.916689777158622	6.89396469346433	0.00016539574576762	0.000814255979163667	0.693462882801803
9919	121	79	0	A_07_P030217	c_3100	1.10086928197636	6.89091420398146	0.000165880508223427	0.000816218272151845	0.690244093317031
11013	135	25	0	A_07_P047290	Z5686	-1.07445854067674	-6.88965137368805	0.000166081651668679	0.000816783699172238	0.688911278552902
6789	83	65	0	A_07_P008570	b3981	0.882829201949533	6.88700599321383	0.0001665038892711	0.000818435308342426	0.686118701509508
10137	124	51	0	A_07_P051852	Z0005	-1.13732852551196	-6.8773636073301	0.000168053099963792	0.000825621868701785	0.675932986108653
9993	122	71	0	A_07_P003519	b2151	-1.39696057717829	-6.87554298495609	0.000168347412722787	0.000826639032301834	0.674008576707904
12394	152	12	0	A_07_P033911	c_1121	-1.06389269525987	-6.87458344722216	0.000168502757937279	0.000826956795557965	0.672994185936695
6286	77	54	0	A_07_P014296	b1262	-1.65377063434717	-6.87406513543838	0.000168586736932267	0.000826956795557965	0.672446200260667
744	10	6	0	A_07_P044420	Z2664	-0.924113181714481	-6.87118885537428	0.000169053612031308	0.00082881770867523	0.669404688852858
4998	61	78	0	A_07_P037066	c_5342	-0.921797067798642	-6.86868096668328	0.000169461866261253	0.000830389445021517	0.666751955015489
10774	132	32	0	A_07_P054468	ECs2177	1.08112186788474	6.86570756386407	0.000169947324807763	0.000832337673515579	0.663605883281225
11614	142	52	0	A_07_P037389	c_5485	1.0198033268139	6.86392482109012	0.000170239130909428	0.00083333594210548	0.661719126614552
11673	143	29	0	A_07_P002766	b0161	-0.944753300255411	-6.86264713242219	0.000170448611323132	0.000833930395894995	0.660366666259951
4289	53	25	0	A_07_P016003	b1865	0.819649343177307	6.85883844548932	0.00017107476184959	0.000836561767805533	0.656333975322231
3167	39	51	0	A_07_P039403	c_4847	1.04529982353561	6.85725553263977	0.000171335747391375	0.000837405675588803	0.654657473426709
11516	141	36	0	A_07_P043688	Z0405	-0.847976322068329	-6.85458961523764	0.00017177629867379	0.00083912589016923	0.651833281997463
4634	57	42	0	A_07_P003716	b4233	0.838743541344053	6.84841700075978	0.00017280119576356	0.000843697384676515	0.645291056954904
7330	90	32	0	A_07_P062538	ECs1306	0.823602176402114	6.83851614531252	0.000174459388615232	0.000851354625947182	0.63478816199886
4870	60	32	0	A_07_P008482	b3956	-1.7069330320584	-6.83588053720778	0.000174903782369439	0.000853083741814275	0.631990382076652
8151	100	33	0	A_07_P057235	ECs1095	0.890296941051776	6.83272289870059	0.00017543785803898	0.000855158628866485	0.628637392979912
7892	97	20	0	A_07_P011126	b0090	1.17772225601537	6.83229865279667	0.000175509752377159	0.000855158628866485	0.628186812772916
8667	106	57	0	A_07_P003081	b2061	1.13233494925639	6.8304074944714	0.000175830634894443	0.000855908044247849	0.626178010861891
3175	39	59	0	A_07_P040795	c_1367	0.839101756949094	6.83032713961728	0.000175844283583859	0.000855908044247849	0.626092648194381
13514	165	66	0	A_07_P005498	b3715	-1.16822640237528	-6.8296067435522	0.000175966699342951	0.000856063983655074	0.625327322778412
2197	27	65	0	A_07_P019442	b3933	0.778711015484107	6.82762195604644	0.000176304462604486	0.00085726687360867	0.623218438152169
5812	71	72	0	A_07_P055629	ECs2844	0.873725718392822	6.82565307118508	0.000176640233472328	0.000858458846305741	0.621125999835029
10593	130	15	0	A_07_P039518	c_4914	0.90533394933808	6.82145591273801	0.000177358391928079	0.000861105973655047	0.61666395824811
14592	178	78	0	A_07_P003047	b2054	1.31241572666767	6.82140723931985	0.000177366739294869	0.000861105973655047	0.616612201072857
11826	145	18	0	A_07_P004555	b0820	0.854271800473828	6.81677604820441	0.000178162982566261	0.000864528571141199	0.611686339680845
2764	34	58	0	A_07_P046780	Z1144	0.800964927316829	6.81624124318798	0.000178255188110306	0.000864533098710099	0.611117346285172
14004	171	64	0	A_07_P019038	b3846	-1.29946822341261	-6.80051003195638	0.000180991327849063	0.000877354072357383	0.594365638622359
12214	149	78	0	A_07_P048720	ABH-0244031	1.40004491146047	6.79598958074231	0.000181786203763222	0.000880756481864572	0.589546623553679
10033	123	29	0	A_07_P007981	b0255	0.838099885962246	6.79292274445818	0.000182327690154076	0.000882928364590697	0.58627587740228
13371	164	5	0	A_07_P044661	Z3021	-2.03466522329909	-6.78975663081287	0.000182888590863364	0.000884634274357766	0.582898104606387
11122	136	52	0	A_07_P056460	ECs3867	1.02297798026045	6.78967613989026	0.000182902875465508	0.000884634274357766	0.582812217539487
11909	146	19	0	A_07_P004214	b4337	-0.990925350840243	-6.78935347788605	0.000182960150281552	0.000884634274357766	0.582467916568738
15703	192	41	0	A_07_P060471	ECs1390	1.02950146790368	6.78758403389187	0.000183274594685122	0.000885702531049733	0.580579591224551
7958	98	4	0	A_07_P021285	b0434	0.929466578565924	6.78238876140475	0.000184201320430369	0.000889727132644801	0.575033162849508
6846	84	40	0	A_07_P052211	Z5146	-0.839091097298268	-6.78080728732365	0.000184484457117095	0.00089064055953778	0.573344170089794
7694	94	68	0	A_07_P019449	b3934	-0.964243034349075	-6.77825158388252	0.000184943038742856	0.000891992050628785	0.57061409716061
14579	178	65	0	A_07_P002213	b2753	0.815893587928551	6.7781975743886	0.000184952743605884	0.000891992050628785	0.570556394509112
15564	190	66	0	A_07_P030328	c_3159	0.876613892439059	6.77522497770066	0.000185487759683278	0.00089367554927918	0.567380007466675
5199	64	33	0	A_07_P059960	ECs4338	1.48551759381914	6.77520971016035	0.000185490512023107	0.00089367554927918	0.567363690578161
13808	169	32	0	A_07_P016056	b1876	0.80535338957606	6.77330967949625	0.000185833393442187	0.00089487234503528	0.565332857169472
999	13	15	0	A_07_P053518	ECs0239	1.03900774169174	6.77159581915323	0.000186143284103396	0.000895909139749678	0.563500648980829
6465	79	69	0	A_07_P059450	ECs0092	0.987207709967598	6.76548694030104	0.000187252549050385	0.000900735556069304	0.556967140696666
8462	104	16	0	A_07_P062377	ECs1272	-0.92419430229971	-6.76502757431347	0.000187336259022015	0.000900735556069304	0.5564756678119
14679	180	1	0	A_07_P052735	Z4001	1.36085563810137	6.76055006648528	0.000188154379249654	0.000904210187850189	0.551683917204799
7721	95	13	0	A_07_P060196	ECs4502	1.24438372094661	6.75656972698893	0.000188885000267905	0.000907261015485597	0.547422258693635
7308	90	10	0	A_07_P047376	Z5816	1.08098517882201	6.75596067065641	0.000188997075610744	0.000907339229693344	0.546769992460768
14636	179	40	0	A_07_P060154	ECs4474	-1.34877226935015	-6.74794613628601	0.000190478789006558	0.000913989407026402	0.538182815442421
15144	185	56	0	A_07_P009831	b0653	-1.32075237464299	-6.74615863601045	0.000190811020797426	0.000914682660128253	0.536266571036166
6039	74	53	0	A_07_P033292	c_0729	0.819202317427999	6.74612972540361	0.000190816399536891	0.000914682660128253	0.536235575074671
8529	105	1	0	A_07_P044473	Z2820	-1.59425720681779	-6.74354893546745	0.000191297229526701	0.000916523701606937	0.533468235059581
4295	53	31	0	A_07_P042850	Z3772	-0.887908393601682	-6.73155748199478	0.000193549144605985	0.000926844033219359	0.520599739717025
10127	124	41	0	A_07_P030232	c_3116	0.856751046514881	6.72929745138298	0.0001939768613165	0.000928422855174272	0.518172521947251
12098	148	44	0	A_07_P015748	b1811	0.822542730556337	6.72704941655978	0.000194403352320518	0.000929994218777749	0.51575759188547
5506	68	12	0	A_07_P044196	Z6030	0.844126808208996	6.7260687918746	0.00019458972078735	0.000930415868398677	0.514703979042289
4900	60	62	0	A_07_P044469	Z2810	-1.02398760740568	-6.7245462454611	0.000194879476309782	0.00093133118042697	0.513067885035915
3622	45	14	0	A_07_P003182	b2081	1.04275453235472	6.72238514905114	0.00019529157954493	0.000932829975516678	0.510745151507987
6668	82	26	0	A_07_P062766	ECs0988	1.08512614916252	6.71193839518429	0.00019729742245278	0.000941936081387466	0.499509292342251
9817	120	59	0	A_07_P049726	Z5118	1.06553710401089	6.70853414806072	0.000197956007400145	0.000944604182415203	0.495845125373525
2869	35	81	0	A_07_P000545	b3164	1.05263947350032	6.70341810828534	0.000198950364255274	0.00094887102226886	0.490335898055171
6333	78	19	0	A_07_P045071	Z3212	1.14813237265295	6.70194568016786	0.000199237576155901	0.000949637454100334	0.488749735976161
14737	180	59	0	A_07_P062861	ECs4872	0.830153431020725	6.70156668764556	0.000199311577148592	0.000949637454100334	0.488341427744284
5685	70	27	0	A_07_P048792	ABH-0244063	0.897971373438822	6.69777542830859	0.000200053534383503	0.000952693352277796	0.484255975073233
6711	82	69	0	A_07_P011439	b4141	-0.822332080566031	-6.69388350292964	0.000200818392724386	0.000955855183862002	0.480060279525374
8011	98	57	0	A_07_P061880	ECs5356	0.9119449080541	6.69039229668742	0.000201507271210197	0.00095865237212606	0.476295057186223
113	2	31	0	A_07_P044923	Z3144	0.93417415975803	6.68420271883051	0.000202735064653015	0.000964009303410321	0.469616132831663
12181	149	45	0	A_07_P048834	ABH-0244072	0.853673130286685	6.67610935723056	0.000204353086311252	0.000971215470918301	0.460876072957373
9026	111	6	0	A_07_P004660	b0841	1.05869988246554	6.66907819044242	0.00020577043090418	0.00097746114419478	0.453276784036366
12248	150	30	0	A_07_P000065	b3066	1.23391738482742	6.66752202273639	0.000206085600751612	0.000978467574094873	0.451594085008348
4115	51	15	0	A_07_P007692	b3553	-0.797643560192649	-6.66524143529209	0.000206548458363696	0.000980173846503469	0.449127545042649
1749	22	27	0	A_07_P004730	b0855	-1.17459170704278	-6.66454611250634	0.000206689808036842	0.000980353461054067	0.448375404894818
12738	156	28	0	A_07_P055024	ECs2620	0.831030089390935	6.6637764222799	0.000206846401199454	0.000980605161241856	0.447542753568233
3333	41	53	0	A_07_P012874	b3288	0.82015328550113	6.65720881874233	0.00020818796228585	0.000986471425098334	0.440435056052205
12963	159	7	0	A_07_P001332	b1021	0.788468338802892	6.65631318941912	0.000208371661445316	0.000986848188605018	0.439465376770069
12400	152	18	0	A_07_P032041	c_2573	1.18492504264285	6.64575018664153	0.00021055186774052	0.000996675307965121	0.428021839216357
5837	72	15	0	A_07_P048689	ABH-0244014	1.20763268345717	6.6416001644136	0.0002114153719757	0.00100026293873818	0.423522238242238
8118	99	82	0	A_07_P020250	b1520	1.16119916548212	6.64063231826014	0.000211617320283424	0.00100071855103574	0.422472570340804
13484	165	36	0	A_07_P045042	Z3202	1.07748392686194	6.63536034729403	0.000212721133844022	0.00100543641705118	0.416752947593138
6247	77	15	0	A_07_P057462	ECs4569	0.992265197789144	6.63347819492257	0.00021311675887829	0.00100680396014721	0.414710176291718
8381	103	17	0	A_07_P010944	b0051	0.771002738246025	6.629002659077	0.000214060801936696	0.00101039799707753	0.409851011341922
1444	18	50	0	A_07_P044945	Z3159	0.808834954780204	6.62886044340768	0.000214090876281102	0.00101039799707753	0.409696566222371
69	1	69	0	A_07_P047303	Z5689	-0.959767343800296	-6.62609605302825	0.000214676397089421	0.00101265678945767	0.406693980268636
6742	83	18	0	A_07_P019439	b3932	-0.936424044882264	-6.62409207674392	0.000215101970324375	0.00101415921498879	0.404516759818434
14045	172	23	0	A_07_P034556	c_4261	-1.59336240100112	-6.61778252209633	0.000216448040044275	0.00101999792800964	0.397658611174301
14064	172	42	0	A_07_P017509	b4362	1.1106769070906	6.61561270540138	0.000216913109524787	0.00102168123989	0.395299037386949
13363	163	79	0	A_07_P063202	ECs2308	-1.04287794668486	-6.61435447727167	0.00021718330231802	0.00102244544709557	0.393930515596101
3375	42	13	0	A_07_P004438	b0797	1.47511321020951	6.61220675332594	0.000217645371943612	0.00102411175511669	0.391594089350716
2267	28	53	0	A_07_P059716	ECs4098	-1.30578582892532	-6.60765850808837	0.000218627515484123	0.00102814210514334	0.386644407078237
11753	144	27	0	A_07_P049618	Z5088	0.938216597058453	6.60723601999027	0.000218718997240692	0.00102814210514334	0.386184503719316
7014	86	44	0	A_07_P006050	b2810	1.04203167794685	6.60591618675359	0.000219005056559156	0.00102897613875413	0.38474764933104
6077	75	9	0	A_07_P052596	Z3019	1.1250645936389	6.60494575100973	0.000219215653465355	0.00102945496758743	0.383691038251246
11009	135	21	0	A_07_P000538	b3163	2.04500748635206	6.59981106133494	0.000220333704493242	0.00103419269026759	0.378098507878335
3415	42	53	0	A_07_P016796	b0608	-1.16648388770683	-6.59550686413229	0.000221275811138025	0.00103810028880603	0.373408088171966
15323	187	71	0	A_07_P040970	c_1433	0.900151224869469	6.59483833072212	0.000221422542194016	0.00103827441567412	0.37267936694739
3888	48	34	0	A_07_P007536	b3521	-1.08828578000354	-6.58979732916467	0.000222532444483701	0.00104296255029669	0.36718280008133
11274	138	40	0	A_07_P062706	ECs1343	0.803283985904103	6.5885794280419	0.000222801523541085	0.00104370723589572	0.365854377589085
1994	25	26	0	A_07_P009506	b1484	-1.00813308028887	-6.58707915877922	0.000223133485956773	0.0010447456149197	0.364217718079277
5421	67	9	0	A_07_P045706	Z4288	-1.08005824100729	-6.58549156607882	0.000223485369852268	0.0010458761972533	0.362485502288847
11853	145	45	0	A_07_P054757	ECs2267	0.8878760374264	6.58425511270254	0.000223759852844182	0.00104664361784696	0.361136203538465
1651	21	11	0	A_07_P059314	ACA-0244260	1.23107496521607	6.57821622470585	0.000225105840774726	0.00105241980445124	0.354543535597323
14615	179	19	0	A_07_P000165	b3087	-1.00708124151097	-6.57751252054884	0.000225263272357942	0.00105263626826563	0.353775015078193
5449	67	37	0	A_07_P007533	b3520	0.946040391646398	6.566607361723	0.00022771868487701	0.00106307286577387	0.341857797823098
5193	64	27	0	A_07_P042147	c_1044	-0.970275916867547	-6.56659642715963	0.000227721161809035	0.00106307286577387	0.341845841290705
4629	57	37	0	A_07_P010075	b0711	-0.884492574195831	-6.563770421625	0.000228362323833674	0.00106554085288304	0.338755228194267
12149	149	13	0	A_07_P045982	Z4655	-0.859992808603153	-6.56034573090933	0.000229142008775399	0.00106865244072899	0.335008583950038
4699	58	25	0	A_07_P055249	ECs2720	1.02144251653065	6.55899248036855	0.000229450913751491	0.00106956646410144	0.333527725425411
2755	34	49	0	A_07_P058272	ECs1779	0.836437167355402	6.55730877668422	0.00022983589799403	0.00107083405105728	0.331684944723594
3498	43	54	0	A_07_P046435	Z0960	1.28909723517674	6.55415368316526	0.000230559257132804	0.00107367614727724	0.328230836296897
8251	101	51	0	A_07_P000660	b2172	-0.939488680823322	-6.55365118567736	0.000230674696956129	0.0010736858621958	0.327680605225983
3244	40	46	0	A_07_P010641	ABE-0174120	-1.21168701341337	-6.55154235228852	0.000231159865566032	0.00107541564176889	0.325371115936787
13180	161	60	0	A_07_P056925	ECs0870	-1.51567833614408	-6.5437103031438	0.000232971709801333	0.00108331273207571	0.316789147177714
8766	107	74	0	A_07_P035751	c_0095	-1.13064842762956	-6.53883369985123	0.000234107829019164	0.00108806150955325	0.311441865697639
9532	117	20	0	A_07_P015455	b2026	-1.009362634368	-6.53783990734561	0.000234340111639871	0.00108860693352274	0.310351802130097
11914	146	24	0	A_07_P033266	c_3616	0.843328585112472	6.5367413968662	0.000234597168781323	0.00108926685426309	0.309146737359353
8177	100	59	0	A_07_P050097	Z1739	-0.969083148339694	-6.53266166867234	0.000235554596106064	0.00109294155913126	0.304670002558631
2101	26	51	0	A_07_P055881	ECs3495	0.812670655977625	6.53238632885022	0.000235619369061026	0.00109294155913126	0.304367796328378
13311	163	27	0	A_07_P056361	ECs3844	1.00989660939485	6.52930389384237	0.00023634585790385	0.00109539746651593	0.300983965038076
8179	100	61	0	A_07_P005780	b3779	1.08967724611562	6.5291588164179	0.000236380112073329	0.00109539746651593	0.300824673803265
9928	122	6	0	A_07_P052740	Z4061	0.807969234159146	6.52770490986079	0.000236723698536808	0.00109645323840618	0.299228181529211
3596	44	70	0	A_07_P010464	ABE-0285057	-0.985668397700874	-6.52698630546451	0.000236893723911465	0.00109670447355298	0.298439008540371
2133	27	1	0	A_07_P005268	b0964	-1.34845776189585	-6.52647389965734	0.000237015044652024	0.00109673009425695	0.297876245120018
620	8	46	0	A_07_P021187	b0415	1.05022731042823	6.52554931690864	0.000237234130184622	0.00109720785210388	0.29686071686436
1271	16	41	0	A_07_P054063	ECs0481	0.799473372237901	6.52366024027348	0.000237682459206122	0.00109796228687725	0.294785501485518
