"subject"	"query.name"	"logFC.x"	"logFC.y"	"t"	"P.Value"	"adj.P.Val"	"B"
"780"	"ECs0488"	"A_07_P031141"	-0.0353429536592786	0.700431857	8.123100452	6.98e-05	0.000273432	1.164632164
"781"	"ECs0489"	"A_07_P021288"	-2.68571446305707	-2.635991035	-23.5572573	4.3e-08	1.04e-06	9.409151869
"782"	"ECs0490"	"A_07_P021295"	1.56057125899236	0.524102636	8.155815583	6.8e-05	0.000267633	0.995035575
"783"	"ECs0491"	"A_07_P021300"	0.655625457751653	0.158228212	2.280410359	0.055493615	0.089268072	-6.180021629
"784"	"ECs0492"	"A_07_P021303"	1.05363060241862	0.064503018	1.162522843	0.282013563	0.363405829	-7.741171306
"785"	"ECs0493"	"A_07_P031164"	0.548509139227909	-0.258835722	-2.500082508	0.039999544	0.067116214	-5.891944853
"786"	"ECs0493"	"A_07_P021309"	0.569091373008709	-0.258835722	-2.500082508	0.039999544	0.067116214	-5.891944853
"787"	"ECs0493"	"A_07_P043874"	0.469392862973933	-0.258835722	-2.500082508	0.039999544	0.067116214	-5.891944853
"788"	"ECs0493"	"A_07_P054069"	0.466908103998838	-0.258835722	-2.500082508	0.039999544	0.067116214	-5.891944853
"789"	"ECs0494"	"A_07_P021314"	-0.0674823441385553	-0.203317393	-2.981782316	0.019744847	0.036344085	-5.098560963
"790"	"ECs0495"	"A_07_P021316"	0.804714539363986	0.563564517	9.970639553	1.77e-05	8.65e-05	2.60527167
"791"	"ECs0496"	"A_07_P021322"	1.39014881233934	0.879943265	8.319172525	5.97e-05	0.000239462	1.806208799
"792"	"ECs0497"	"A_07_P021326"	-0.0884428026921669	-0.493731526	-4.076696516	0.004412896	0.009700917	-3.026353623
"793"	"ECs0498"	"A_07_P021334"	0.120710058473494	-0.385194198	-2.454479914	0.042804929	0.071167916	-5.642672534
"794"	"ECs0498"	"A_07_P031170"	0.0444739144458693	-0.385194198	-2.454479914	0.042804929	0.071167916	-5.642672534
"795"	"ECs0499"	"A_07_P021336"	-1.04889929614579	-0.450949456	-4.248260288	0.003545136	0.00804241	-2.814386789
"796"	"ECs0500"	"A_07_P021345"	0.0930758889685816	-0.183304279	-1.871887895	0.102118307	0.151308539	-6.487438655
"797"	"ECs0501"	"A_07_P021347"	1.52518870887094	0.506402937	4.261865766	0.003484768	0.00791861	-2.882257533
"798"	"ECs0502"	"A_07_P021355"	1.71110880580214	1.125154575	8.244764544	6.33e-05	0.000252248	1.461715246
"799"	"ECs0503"	"A_07_P021356"	1.31988739734542	1.164700307	4.686225218	0.002067844	0.005040486	-2.396832079
"800"	"ECs0504"	"A_07_P021363"	-2.09495470020009	-2.234919585	-3.850222909	0.005931746	0.012550133	-3.167563273
"801"	"ECs0504"	"A_07_P031175"	-0.240249344602082	-2.234919585	-3.850222909	0.005931746	0.012550133	-3.167563273
"802"	"ECs0505"	"A_07_P021366"	-1.5539466031145	-0.978348707	-2.435702684	0.044017934	0.072937611	-5.563794698
"803"	"ECs0505"	"A_07_P031178"	-0.531767166563892	-0.978348707	-2.435702684	0.044017934	0.072937611	-5.563794698
"804"	"ECs0506"	"A_07_P021371"	-0.691305263459856	-0.924339841	-10.53569331	1.22e-05	6.44e-05	3.323529793
"805"	"ECs0507"	"A_07_P021380"	-0.790831990603195	-2.648171326	-16.23332942	6.04e-07	6.55e-06	6.519061349
"806"	"ECs0508"	"A_07_P054071"	0.0143962213128808	-1.176511122	-5.717171421	0.000647207	0.001824129	-0.817213803
"807"	"ECs0508"	"A_07_P021381"	0.262764266866572	-1.176511122	-5.717171421	0.000647207	0.001824129	-0.817213803
"808"	"ECs0508"	"A_07_P043876"	0.388744069825566	-1.176511122	-5.717171421	0.000647207	0.001824129	-0.817213803
"809"	"ECs0509"	"A_07_P021388"	-0.61223287767086	-0.424091224	-4.78840492	0.001830859	0.004537707	-2.344581316
"810"	"ECs0510"	"A_07_P021391"	0.0166877056518188	-0.015319317	-0.18417963	0.858940452	0.892925542	-8.142844416
"811"	"ECs0511"	"A_07_P021396"	-0.0763135101483771	-0.133563656	-1.362671088	0.213973925	0.286118792	-7.180222095
"812"	"ECs0512"	"A_07_P021405"	0.883916647552113	0.617896977	6.684274792	0.000245992	0.000788472	-0.074566111
"813"	"ECs0513"	"A_07_P021406"	0.987835208357896	0.635174892	6.158699416	0.000410544	0.001228711	-0.662408955
"814"	"ECs0514"	"A_07_P021411"	0.801550434547031	-0.275577582	-2.552028045	0.037032914	0.062813431	-5.579080228
"815"	"ECs0515"	"A_07_P021417"	0.234320569803014	0.311636958	4.383808734	0.002991276	0.006915111	-3.132550012
"816"	"ECs0516"	"A_07_P021423"	0.339691812664324	0.071036524	0.9102044	0.392094733	0.478109171	-7.952662858
"817"	"ECs0517"	"A_07_P021430"	0.606992670878258	-0.04950677	-0.522256486	0.617132685	0.689417441	-8.076190326
"818"	"ECs0518"	"A_07_P021433"	1.08874443755653	1.411825761	20.33515215	1.23e-07	2.08e-06	8.207233159
"819"	"ECs0518"	"A_07_P031187"	1.19208098237631	1.411825761	20.33515215	1.23e-07	2.08e-06	8.207233159
"820"	"ECs0519"	"A_07_P043884"	-0.167220271804613	0.333117432	1.734968294	0.125037674	0.178648599	-6.09915336
"821"	"ECs0519"	"A_07_P054079"	-0.328654695398627	0.333117432	1.734968294	0.125037674	0.178648599	-6.09915336
"822"	"ECs0520"	"A_07_P031195"	-0.290441707081193	-0.24737433	-1.17038336	0.279033527	0.359990138	-7.18956666
"823"	"ECs0520"	"A_07_P021445"	-0.245542936715494	-0.24737433	-1.17038336	0.279033527	0.359990138	-7.18956666
"824"	"ECs0521"	"A_07_P021446"	-0.115217227062986	-0.424545501	-2.315639502	0.052648626	0.085100485	-5.716810854
"825"	"ECs0522"	"A_07_P021451"	1.33111906924185	1.078910579	11.37906632	7.19e-06	4.29e-05	3.669960574
"826"	"ECs0523"	"A_07_P021457"	0.132826004098317	0.740043509	4.558537385	0.002412705	0.005755317	-2.791591407
"827"	"ECs0524"	"A_07_P021461"	0.266023958334239	-0.105006019	-1.323015818	0.226200974	0.300264349	-7.420686506
"828"	"ECs0525"	"A_07_P021466"	0.527426629853367	0.048897385	0.665024118	0.526705532	0.607014349	-8.053159802
"829"	"ECs0526"	"A_07_P021471"	-1.75855767612946	-1.82227536	-28.18854885	1.19e-08	4.86e-07	10.75641979
"830"	"ECs0527"	"A_07_P021477"	0.126316026145793	-0.509072745	-6.813537731	0.000217882	0.000713814	-0.1790405
"831"	"ECs0528"	"A_07_P021484"	-0.293923436811921	-0.499880734	-2.766459206	0.026999956	0.04790739	-5.254074655
"832"	"ECs0529"	"A_07_P021486"	0.42032934770018	-0.310356221	-2.596520589	0.034672496	0.059306789	-5.220845519
"833"	"ECs0529"	"A_07_P031201"	0.3712979482389	-0.310356221	-2.596520589	0.034672496	0.059306789	-5.220845519
"834"	"ECs0530"	"A_07_P021491"	2.29872112139345	2.019475244	22.08037072	6.82e-08	1.41e-06	8.860379814
"835"	"ECs0531"	"A_07_P021498"	-1.20415271130397	-0.822548387	-10.65735865	1.13e-05	6.07e-05	3.213069188
"836"	"ECs0533"	"A_07_P021509"	-0.651063464256765	-0.607940961	-6.497749301	0.000293991	0.000918722	-0.280269096
"837"	"ECs0534"	"A_07_P021513"	-0.463739034442814	-0.479086806	-4.174089659	0.003895	0.008738168	-3.036268195
"838"	"ECs0535"	"A_07_P021519"	-0.473681509709268	0.240587207	3.671775897	0.007528971	0.015526726	-4.059208668
"839"	"ECs0536"	"A_07_P021524"	0.665615441094828	0.315966797	4.520291113	0.002527962	0.005988432	-2.864963091
"840"	"ECs0537"	"A_07_P031208"	-0.831476023066887	-1.473289408	-8.560375971	4.94e-05	0.000203382	1.488803588
"841"	"ECs0537"	"A_07_P054082"	-1.23799565639028	-1.473289408	-8.560375971	4.94e-05	0.000203382	1.488803588
"842"	"ECs0537"	"A_07_P043887"	-1.16645524129484	-1.473289408	-8.560375971	4.94e-05	0.000203382	1.488803588
"843"	"ECs0538"	"A_07_P041529"	-3.87222446243991	-4.221139183	-29.71562192	8.17e-09	3.74e-07	11.2630349
"844"	"ECs0538"	"A_07_P016211"	-3.91532328349064	-4.221139183	-29.71562192	8.17e-09	3.74e-07	11.2630349
"845"	"ECs0539"	"A_07_P062979"	-3.0140431880529	-3.659754167	-40.6263429	8.65e-10	1.15e-07	13.48407516
"846"	"ECs0539"	"A_07_P016218"	-2.96409552846009	-3.659754167	-40.6263429	8.65e-10	1.15e-07	13.48407516
"847"	"ECs0539"	"A_07_P051949"	-2.91539079665533	-3.659754167	-40.6263429	8.65e-10	1.15e-07	13.48407516
"848"	"ECs0540"	"A_07_P043894"	-3.59938345576729	-4.23334668	-29.25895455	9.13e-09	4.09e-07	11.1283271
"849"	"ECs0540"	"A_07_P054089"	-3.70678890058632	-4.23334668	-29.25895455	9.13e-09	4.09e-07	11.1283271
"850"	"ECs0541"	"A_07_P054092"	-3.96848545139915	-4.115136013	-21.11063759	9.4e-08	1.68e-06	8.636239857
"851"	"ECs0541"	"A_07_P043897"	-3.87743720974916	-4.115136013	-21.11063759	9.4e-08	1.68e-06	8.636239857
"852"	"ECs0542"	"A_07_P054099"	-0.635735478197365	-0.366392193	-1.212660044	0.263451014	0.342636789	-7.40107472
"853"	"ECs0542"	"A_07_P043904"	-0.793152136889757	-0.366392193	-1.212660044	0.263451014	0.342636789	-7.40107472
"854"	"ECs0543"	"A_07_P043908"	0.0372840934746376	-0.079123721	-0.529224303	0.612530309	0.685443749	-7.6795954
"855"	"ECs0543"	"A_07_P054103"	0.0982503614571765	-0.079123721	-0.529224303	0.612530309	0.685443749	-7.6795954
"856"	"ECs0544"	"A_07_P054108"	0.0998818833360704	0.109407648	0.87562721	0.409423374	0.495350618	-7.417805034
"857"	"ECs0544"	"A_07_P043913"	0.185114646838101	0.109407648	0.87562721	0.409423374	0.495350618	-7.417805034
"858"	"ECs0544"	"A_07_P043913"	0.097404812530935	0.109407648	0.87562721	0.409423374	0.495350618	-7.417805034
"859"	"ECs0544"	"A_07_P043913"	0.19090259185225	0.109407648	0.87562721	0.409423374	0.495350618	-7.417805034
"860"	"ECs0544"	"A_07_P043913"	0.106171663761083	0.109407648	0.87562721	0.409423374	0.495350618	-7.417805034
"861"	"ECs0544"	"A_07_P043913"	0.225801510557761	0.109407648	0.87562721	0.409423374	0.495350618	-7.417805034
"862"	"ECs0545"	"A_07_P043918"	0.0651371537372861	0.110700966	0.978281327	0.35957751	0.444590745	-7.283219058
"863"	"ECs0545"	"A_07_P016225"	0.106514286817775	0.110700966	0.978281327	0.35957751	0.444590745	-7.283219058
"864"	"ECs0546"	"A_07_P043923"	0.31700673448968	1.030138607	3.405149307	0.010844423	0.021464966	-3.383199225
"865"	"ECs0546"	"A_07_P054113"	0.757591908071155	1.030138607	3.405149307	0.010844423	0.021464966	-3.383199225
"866"	"ECs0548"	"A_07_P043930"	0.719624060875051	0.834207609	4.411415434	0.002890523	0.006719144	-2.345659259
"867"	"ECs0549"	"A_07_P054128"	0.578533581347816	0.211023613	2.313970502	0.052780018	0.085262429	-5.872846066
"868"	"ECs0549"	"A_07_P043933"	0.499183332112439	0.211023613	2.313970502	0.052780018	0.085262429	-5.872846066
"869"	"ECs0551"	"A_07_P031218"	0.026106779053409	0.058719224	0.145896781	0.887994012	0.917543444	-7.889501493
"870"	"ECs0551"	"A_07_P043936"	-0.135396159642747	0.058719224	0.145896781	0.887994012	0.917543444	-7.889501493
"871"	"ECs0551"	"A_07_P054138"	-0.0135060824996621	0.058719224	0.145896781	0.887994012	0.917543444	-7.889501493
"872"	"ECs0551"	"A_07_P054131"	0.704509603306071	0.058719224	0.145896781	0.887994012	0.917543444	-7.889501493
"873"	"ECs0552"	"A_07_P016235"	0.0906086673643629	-0.168079036	-1.925717898	0.094264314	0.141483016	-6.524036622
"874"	"ECs0553"	"A_07_P016238"	-0.0271867928721225	-0.20788693	-1.800176696	0.113568108	0.165462465	-6.413947434
"875"	"ECs0554"	"A_07_P016241"	0.0456467533140192	-0.248321111	-1.879950121	0.100902887	0.149805563	-6.220045988
"876"	"ECs0555"	"A_07_P016249"	-1.11721683491535	-1.121967451	-8.670840064	4.54e-05	0.000189899	1.725252428
"877"	"ECs0556"	"A_07_P016251"	-0.159890067266155	-0.234946442	-2.280277304	0.055504649	0.089268072	-5.922296221
"878"	"ECs0557"	"A_07_P016261"	-0.913717083096833	-0.998772213	-5.030660589	0.001380113	0.003536015	-1.8538944
"879"	"ECs0558"	"A_07_P016260"	0.144696723162851	-0.976372106	-6.534088418	0.000283872	0.000891588	-0.177662411
"880"	"ECs0559"	"A_07_P016266"	-0.556829787470969	-1.159758165	-6.115662415	0.000428726	0.001275304	-0.55687545
"881"	"ECs0560"	"A_07_P016283"	0.339785701590725	0.945276648	7.247210793	0.000146842	0.000521438	0.630105509
"882"	"ECs0561"	"A_07_P016287"	0.420143609657545	1.263369828	3.022856746	0.01861138	0.034513468	-3.505473265
"883"	"ECs0563"	"A_07_P016297"	0.131330652982549	0.405879019	2.695094097	0.029981165	0.052330586	-4.911774737
"884"	"ECs0564"	"A_07_P016305"	0.896447155601023	0.744631047	3.320246522	0.012206209	0.02376452	-4.179254558
"885"	"ECs0566"	"A_07_P031224"	0.0241788156738848	-0.116574106	-0.525431983	0.615032916	0.68791545	-7.219218396
"886"	"ECs0566"	"A_07_P016314"	0.0610819244339968	-0.116574106	-0.525431983	0.615032916	0.68791545	-7.219218396
"887"	"ECs0567"	"A_07_P041534"	-0.265092973224346	-0.781104772	-8.329765532	5.92e-05	0.000237631	1.485960238
"888"	"ECs0567"	"A_07_P016317"	-0.348146752251849	-0.781104772	-8.329765532	5.92e-05	0.000237631	1.485960238
"889"	"ECs0568"	"A_07_P016323"	0.133465416735944	-0.258825242	-1.505446512	0.174651034	0.239936627	-6.439700803
"890"	"ECs0569"	"A_07_P016326"	-0.053891563071874	-0.123439844	-0.272359241	0.792972961	0.839681695	-6.749770184
"891"	"ECs0570"	"A_07_P031226"	-0.45001187439904	-0.678921601	-3.351931439	0.011677725	0.022890518	-3.752145177
"892"	"ECs0570"	"A_07_P016334"	-0.445857584322445	-0.678921601	-3.351931439	0.011677725	0.022890518	-3.752145177
"893"	"ECs0575"	"A_07_P016353"	-2.64994461951677	-2.583109153	-13.45753524	2.25e-06	1.73e-05	5.531538327
"894"	"ECs0576"	"A_07_P054151"	-1.76555297836481	-1.793889673	-4.635339442	0.00219831	0.005313475	-1.56102188
"895"	"ECs0576"	"A_07_P043956"	-1.87629363291153	-1.793889673	-4.635339442	0.00219831	0.005313475	-1.56102188
"896"	"ECs0576"	"A_07_P031232"	-0.415999243873016	-1.793889673	-4.635339442	0.00219831	0.005313475	-1.56102188
"897"	"ECs0577"	"A_07_P016365"	0.225388661807442	-0.950452236	-8.041618298	7.46e-05	0.00028948	1.559826434
"898"	"ECs0578"	"A_07_P031241"	-0.00903205309894179	-0.518457694	-2.678004112	0.030744683	0.053441379	-4.897153916
"899"	"ECs0578"	"A_07_P016366"	-0.11449126195881	-0.518457694	-2.678004112	0.030744683	0.053441379	-4.897153916
"900"	"ECs0579"	"A_07_P016372"	1.69317229720933	0.371135082	2.148125076	0.067630456	0.106085087	-5.40424983
"901"	"ECs0580"	"A_07_P041538"	-0.104073292741404	-0.255302132	-0.647446538	0.537383493	0.617729958	-6.984471869
"902"	"ECs0580"	"A_07_P016376"	0.216358351206231	-0.255302132	-0.647446538	0.537383493	0.617729958	-6.984471869
"903"	"ECs0581"	"A_07_P016383"	0.286916666165081	-0.14359874	-0.755618358	0.473810095	0.560227643	-7.132218149
"904"	"ECs0582"	"A_07_P016388"	0.687245103409974	0.471803314	2.157918449	0.066647173	0.104709037	-5.315856695
"905"	"ECs0583"	"A_07_P016391"	0.520149350679718	-1.992020992	-15.66690152	7.76e-07	7.77e-06	6.585310302
"906"	"ECs0584"	"A_07_P016397"	-3.24549573538021	-3.123634343	-19.24590567	1.81e-07	2.71e-06	7.876779297
"907"	"ECs0585"	"A_07_P016404"	-2.96962582663019	-2.957914768	-38.225921	1.34e-09	1.41e-07	13.06420868
"908"	"ECs0586"	"A_07_P031254"	0.745583978060663	0.506815728	7.003389206	0.00018289	0.000622738	0.166229382
"909"	"ECs0586"	"A_07_P016406"	0.746889626305095	0.506815728	7.003389206	0.00018289	0.000622738	0.166229382
"910"	"ECs0587"	"A_07_P016413"	-0.376786557429054	-0.339148969	-4.318659707	0.003244645	0.007444158	-3.164356895
"911"	"ECs0588"	"A_07_P016416"	0.516287039579815	0.298146019	2.582778007	0.035384514	0.06031702	-5.619959157
"912"	"ECs0590"	"A_07_P016429"	-0.436428173852659	-0.048824058	-0.114747804	0.91177203	0.935216618	-7.931232074
"913"	"ECs0591"	"A_07_P031265"	-0.440565159145484	-0.398418525	-3.910754406	0.00547674	0.01168699	-3.639173892
"914"	"ECs0591"	"A_07_P043965"	-0.290245482146988	-0.398418525	-3.910754406	0.00547674	0.01168699	-3.639173892
"915"	"ECs0591"	"A_07_P054158"	-0.545784435368836	-0.398418525	-3.910754406	0.00547674	0.01168699	-3.639173892
"916"	"ECs0591"	"A_07_P016432"	-0.341338974343649	-0.398418525	-3.910754406	0.00547674	0.01168699	-3.639173892
"917"	"ECs0592"	"A_07_P016437"	-0.454853548859871	-1.032270501	-2.882394794	0.022799339	0.041312463	-4.3298702
"918"	"ECs0594"	"A_07_P016446"	-0.441986058380433	0.153260828	0.692702627	0.510161777	0.592419495	-7.289235822
"919"	"ECs0595"	"A_07_P016452"	0.0633177122193222	-0.306262513	-0.8370637	0.429396635	0.515448407	-6.618003308
"920"	"ECs0597"	"A_07_P016465"	0.301127279042306	-0.087956248	-0.248100631	0.810967306	0.853773131	-6.892449244
"921"	"ECs0599"	"A_07_P016596"	2.03120725279645	2.770508372	23.70964115	4.11e-08	1.01e-06	9.618758064
"922"	"ECs0600"	"A_07_P016605"	3.15992604402108	2.895097329	34.3513606	2.89e-09	2.19e-07	12.29987403
"923"	"ECs0601"	"A_07_P016609"	3.69238587759486	3.307603136	47.04025834	3.01e-10	8.58e-08	14.4760969
"924"	"ECs0602"	"A_07_P054163"	0.767036889229741	0.069755291	0.617116891	0.556116454	0.635404675	-7.586760418
"925"	"ECs0602"	"A_07_P009391"	0.925983417696371	0.069755291	0.617116891	0.556116454	0.635404675	-7.586760418
"926"	"ECs0603"	"A_07_P043971"	0.0773830500808118	-0.372365537	-1.942419747	0.091949073	0.13849581	-6.182511872
"927"	"ECs0603"	"A_07_P054166"	-0.0400750868395216	-0.372365537	-1.942419747	0.091949073	0.13849581	-6.182511872
"928"	"ECs0604"	"A_07_P054174"	-0.170128757849489	-0.806033457	-6.653601275	0.000253244	0.000806513	0.258662456
"929"	"ECs0605"	"A_07_P043976"	-0.43861183871747	-0.344913298	-2.240090493	0.058940817	0.094047173	-5.781443672
"930"	"ECs0605"	"A_07_P054176"	-0.49342060013288	-0.344913298	-2.240090493	0.058940817	0.094047173	-5.781443672
"931"	"ECs0606"	"A_07_P043982"	-0.390941049570529	0.091156746	0.268793895	0.795609521	0.84182111	-6.996397844
"932"	"ECs0607"	"A_07_P043990"	-0.0434929799781107	0.079699052	0.342205253	0.741945015	0.794132592	-7.160997566
"933"	"ECs0607"	"A_07_P054190"	-0.33958194545498	0.079699052	0.342205253	0.741945015	0.794132592	-7.160997566
"934"	"ECs0608"	"A_07_P016611"	-0.927200432336473	-1.149707757	-11.835023	5.49e-06	3.44e-05	4.223620754
"935"	"ECs0608"	"A_07_P031287"	-1.10450156472153	-1.149707757	-11.835023	5.49e-06	3.44e-05	4.223620754
"936"	"ECs0609"	"A_07_P016618"	-0.689166943258297	-0.796737916	-9.452737731	2.54e-05	0.000116633	2.498877913
"937"	"ECs0610"	"A_07_P031292"	-2.45281542780441	-4.663255083	-44.0820361	4.81e-10	9.74e-08	13.73145448
"938"	"ECs0610"	"A_07_P062985"	-3.85005065103534	-4.663255083	-44.0820361	4.81e-10	9.74e-08	13.73145448
"939"	"ECs0610"	"A_07_P051955"	-3.22141616660792	-4.663255083	-44.0820361	4.81e-10	9.74e-08	13.73145448
"940"	"ECs0611"	"A_07_P031298"	-6.55686990587167	-7.346286642	-21.51240867	8.22e-08	1.54e-06	8.536339336
"941"	"ECs0611"	"A_07_P016630"	1.39332796217399	-7.346286642	-21.51240867	8.22e-08	1.54e-06	8.536339336
"942"	"ECs0612"	"A_07_P016631"	-5.77649052256738	-4.817529932	-31.20593149	5.75e-09	3.14e-07	11.57639429
"943"	"ECs0613"	"A_07_P031301"	-1.80936426136781	-3.455703229	-30.30281873	7.1e-09	3.47e-07	11.40190226
"944"	"ECs0613"	"A_07_P016637"	-2.46855035984461	-3.455703229	-30.30281873	7.1e-09	3.47e-07	11.40190226
"945"	"ECs0614"	"A_07_P016642"	1.3510173391143	0.988298368	10.34639172	1.38e-05	7.1e-05	2.966986597
"946"	"ECs0615"	"A_07_P016648"	0.498718339850225	0.476905802	5.963462497	0.000500615	0.001456019	-0.914246781
"947"	"ECs0616"	"A_07_P016654"	0.114590382130975	-0.122458485	-1.387462839	0.206627584	0.277790836	-7.328478854
"948"	"ECs0617"	"A_07_P016657"	-0.0597023246162705	-0.040557568	-0.44661826	0.668243458	0.731707172	-7.832189967
"949"	"ECs0618"	"A_07_P016663"	0.470925372674351	0.256350314	2.111092953	0.071481086	0.111294626	-6.020971396
"950"	"ECs0619"	"A_07_P062986"	-2.49245973189685	-2.613382907	-26.68876495	1.76e-08	5.95e-07	10.47644363
"951"	"ECs0619"	"A_07_P051691"	-1.60079774640193	-2.613382907	-26.68876495	1.76e-08	5.95e-07	10.47644363
"952"	"ECs0619"	"A_07_P016666"	-2.04021900889919	-2.613382907	-26.68876495	1.76e-08	5.95e-07	10.47644363
"953"	"ECs0620"	"A_07_P054192"	0.585847883041513	0.739150702	5.720125756	0.000645187	0.001819375	-0.983654235
"954"	"ECs0620"	"A_07_P010306"	0.204088413140095	0.739150702	5.720125756	0.000645187	0.001819375	-0.983654235
"955"	"ECs0621"	"A_07_P043996"	0.250469020533144	0.984803475	10.1070963	1.62e-05	8.1e-05	3.054698904
"956"	"ECs0621"	"A_07_P054196"	0.184743348735342	0.984803475	10.1070963	1.62e-05	8.1e-05	3.054698904
"957"	"ECs0623"	"A_07_P016680"	-0.0378685705998601	-0.801702542	-6.658946584	0.000251963	0.000804267	0.07476934
"958"	"ECs0623"	"A_07_P031310"	0.02159570301501	-0.801702542	-6.658946584	0.000251963	0.000804267	0.07476934
"959"	"ECs0624"	"A_07_P016684"	-0.18455284746199	-0.774319419	-3.126208282	0.016053178	0.030272814	-4.086337065
"960"	"ECs0624"	"A_07_P016684"	-0.48871785665279	-0.774319419	-3.126208282	0.016053178	0.030272814	-4.086337065
"961"	"ECs0624"	"A_07_P016684"	-0.620233949018047	-0.774319419	-3.126208282	0.016053178	0.030272814	-4.086337065
"962"	"ECs0624"	"A_07_P016684"	-0.522251370588216	-0.774319419	-3.126208282	0.016053178	0.030272814	-4.086337065
"963"	"ECs0624"	"A_07_P016684"	-0.303029011181378	-0.774319419	-3.126208282	0.016053178	0.030272814	-4.086337065
"964"	"ECs0625"	"A_07_P016690"	0.432041077711557	0.371261876	2.653414077	0.031878892	0.055167239	-5.28602539
"965"	"ECs0627"	"A_07_P062994"	-0.456143256911132	-0.242521382	-0.892555055	0.400871312	0.487160712	-7.129913476
"966"	"ECs0627"	"A_07_P041544"	-0.531773746824743	-0.242521382	-0.892555055	0.400871312	0.487160712	-7.129913476
"967"	"ECs0627"	"A_07_P016698"	-0.0573239457767656	-0.242521382	-0.892555055	0.400871312	0.487160712	-7.129913476
"968"	"ECs0627"	"A_07_P051969"	-0.57834674451566	-0.242521382	-0.892555055	0.400871312	0.487160712	-7.129913476
"969"	"ECs0628"	"A_07_P016701"	-0.630194648352668	-0.51769446	-1.387197907	0.206704899	0.277826432	-6.493255846
"970"	"ECs0629"	"A_07_P054204"	-0.271764606394397	-0.611386363	-2.220903245	0.060656197	0.096474422	-5.481739016
"971"	"ECs0629"	"A_07_P031322"	-0.424976450999783	-0.611386363	-2.220903245	0.060656197	0.096474422	-5.481739016
"972"	"ECs0629"	"A_07_P016707"	-0.223294996348147	-0.611386363	-2.220903245	0.060656197	0.096474422	-5.481739016
"973"	"ECs0629"	"A_07_P044004"	-0.45795336504154	-0.611386363	-2.220903245	0.060656197	0.096474422	-5.481739016
"974"	"ECs0630"	"A_07_P031326"	-0.250678879371215	0.119609994	0.361583056	0.728017016	0.782801166	-7.62317305
"975"	"ECs0630"	"A_07_P016711"	-0.062806179898958	0.119609994	0.361583056	0.728017016	0.782801166	-7.62317305
"976"	"ECs0631"	"A_07_P016720"	-1.05461601712908	-0.931919904	-7.617899964	0.000106326	0.000393412	1.157671398
"977"	"ECs0632"	"A_07_P016721"	-0.325232146724115	-0.848803287	-2.41859052	0.04515398	0.074499422	-5.294385764
"978"	"ECs0633"	"A_07_P016729"	-0.309923799822849	-0.065499647	-0.377289235	0.716807573	0.774333541	-7.796269571
"979"	"ECs0634"	"A_07_P016731"	-0.0371125033157542	-0.788867485	-2.55623749	0.036802659	0.062500476	-4.909883445
"980"	"ECs0635"	"A_07_P016737"	-0.746111804494441	-0.622733189	-3.21137629	0.014225762	0.027202165	-3.975634695
"981"	"ECs0635"	"A_07_P041549"	-0.439993789686635	-0.622733189	-3.21137629	0.014225762	0.027202165	-3.975634695
"982"	"ECs0636"	"A_07_P016744"	-0.166885873430933	-0.33738742	-0.899946806	0.397178189	0.483209885	-6.976034679
"983"	"ECs0636"	"A_07_P031332"	-0.371748658934303	-0.33738742	-0.899946806	0.397178189	0.483209885	-6.976034679
"984"	"ECs0636"	"A_07_P044007"	0.0395179381064226	-0.33738742	-0.899946806	0.397178189	0.483209885	-6.976034679
"985"	"ECs0636"	"A_07_P054207"	0.111191115889	-0.33738742	-0.899946806	0.397178189	0.483209885	-6.976034679
"986"	"ECs0637"	"A_07_P016748"	-2.45858852845569	-2.648205096	-11.83475169	5.49e-06	3.44e-05	4.157015436
"987"	"ECs0638"	"A_07_P016754"	-2.02481613085334	-3.222117829	-9.002644187	3.53e-05	0.000153345	2.179980407
"988"	"ECs0639"	"A_07_P016760"	-3.69311291312031	-3.888102264	-10.24997943	1.47e-05	7.48e-05	3.235504317
"989"	"ECs0640"	"A_07_P016765"	-0.548451903455627	-1.565899023	-5.019815376	0.001397438	0.00357203	-1.58747579
"990"	"ECs0641"	"A_07_P016768"	-0.431303475203705	0.019122189	0.178179753	0.863479761	0.897303079	-7.783454568
"991"	"ECs0643"	"A_07_P051696"	-0.912870345254961	-0.929347003	-9.977792265	1.77e-05	8.62e-05	2.893418477
"992"	"ECs0643"	"A_07_P041059"	-0.984248641158311	-0.929347003	-9.977792265	1.77e-05	8.62e-05	2.893418477
"993"	"ECs0643"	"A_07_P062756"	-0.770565569433987	-0.929347003	-9.977792265	1.77e-05	8.62e-05	2.893418477
"994"	"ECs0643"	"A_07_P016779"	-0.387846219801525	-0.929347003	-9.977792265	1.77e-05	8.62e-05	2.893418477
"995"	"ECs0644"	"A_07_P016781"	-0.172578064801719	-0.256144131	-1.765850974	0.119474692	0.171778266	-7.015911745
"996"	"ECs0644"	"A_07_P031344"	0.00161669318958519	-0.256144131	-1.765850974	0.119474692	0.171778266	-7.015911745
"997"	"ECs0645"	"A_07_P016786"	-0.477353022576089	-0.4672469	-1.562455591	0.160864793	0.223241771	-7.219141699
"998"	"ECs0645"	"A_07_P031346"	-0.545995630948148	-0.4672469	-1.562455591	0.160864793	0.223241771	-7.219141699
"999"	"ECs0646"	"A_07_P016792"	0.170611764397432	0.114791166	1.36948241	0.211933036	0.283736904	-7.182151305
